ATKMSG_M_000=(!)
ATKMSG_Y_000=(!)
ATKMSG_E_000=(!)
ATKMSG_N_000=(!)
ATKMSG_M_001=¡{0x0101,0x0000} ha usado Destructor!
ATKMSG_N_524=¡El {0x0101,0x0000} dominante ha usado Vaho Gélido!
ATKMSG_M_525=¡{0x0101,0x0000} ha usado Cola Dragón!
ATKMSG_Y_525=¡El {0x0101,0x0000} salvaje ha usado Cola Dragón!
ATKMSG_E_525=¡El {0x0101,0x0000} enemigo ha usado Cola Dragón!
ATKMSG_N_525=¡El {0x0101,0x0000} dominante ha usado Cola Dragón!
ATKMSG_M_526=¡{0x0101,0x0000} ha usado Avivar!
ATKMSG_Y_526=¡El {0x0101,0x0000} salvaje ha usado Avivar!
ATKMSG_E_526=¡El {0x0101,0x0000} enemigo ha usado Avivar!
ATKMSG_N_526=¡El {0x0101,0x0000} dominante ha usado Avivar!
ATKMSG_M_527=¡{0x0101,0x0000} ha usado Electrotela!
ATKMSG_Y_527=¡El {0x0101,0x0000} salvaje ha usado Electrotela!
ATKMSG_E_527=¡El {0x0101,0x0000} enemigo ha usado Electrotela!
ATKMSG_N_527=¡El {0x0101,0x0000} dominante ha usado Electrotela!
ATKMSG_M_528=¡{0x0101,0x0000} ha usado Voltio Cruel!
ATKMSG_Y_528=¡El {0x0101,0x0000} salvaje ha usado Voltio Cruel!
ATKMSG_E_528=¡El {0x0101,0x0000} enemigo ha usado Voltio Cruel!
ATKMSG_N_528=¡El {0x0101,0x0000} dominante ha usado Voltio Cruel!
ATKMSG_M_529=¡{0x0101,0x0000} ha usado Taladradora!
ATKMSG_Y_529=¡El {0x0101,0x0000} salvaje ha usado Taladradora!
ATKMSG_E_529=¡El {0x0101,0x0000} enemigo ha usado Taladradora!
ATKMSG_N_529=¡El {0x0101,0x0000} dominante ha usado Taladradora!
ATKMSG_M_530=¡{0x0101,0x0000} ha usado Golpe Bis!
ATKMSG_Y_530=¡El {0x0101,0x0000} salvaje ha usado Golpe Bis!
ATKMSG_E_530=¡El {0x0101,0x0000} enemigo ha usado Golpe Bis!
ATKMSG_N_530=¡El {0x0101,0x0000} dominante ha usado Golpe Bis!
ATKMSG_M_531=¡{0x0101,0x0000} ha usado Arrumaco!
ATKMSG_Y_531=¡El {0x0101,0x0000} salvaje ha usado Arrumaco!
ATKMSG_E_531=¡El {0x0101,0x0000} enemigo ha usado Arrumaco!
ATKMSG_N_531=¡El {0x0101,0x0000} dominante ha usado Arrumaco!
ATKMSG_M_532=¡{0x0101,0x0000} ha usado Asta Drenaje!
ATKMSG_Y_532=¡El {0x0101,0x0000} salvaje ha usado Asta Drenaje!
ATKMSG_E_532=¡El {0x0101,0x0000} enemigo ha usado Asta Drenaje!
ATKMSG_N_532=¡El {0x0101,0x0000} dominante ha usado Asta Drenaje!
ATKMSG_M_533=¡{0x0101,0x0000} ha usado Espada Santa!
ATKMSG_Y_533=¡El {0x0101,0x0000} salvaje ha usado Espada Santa!
ATKMSG_E_533=¡El {0x0101,0x0000} enemigo ha usado Espada Santa!
ATKMSG_N_533=¡El {0x0101,0x0000} dominante ha usado Espada Santa!
ATKMSG_M_534=¡{0x0101,0x0000} ha usado Concha Filo!
ATKMSG_Y_534=¡El {0x0101,0x0000} salvaje ha usado Concha Filo!
ATKMSG_E_534=¡El {0x0101,0x0000} enemigo ha usado Concha Filo!
ATKMSG_N_534=¡El {0x0101,0x0000} dominante ha usado Concha Filo!
ATKMSG_M_535=¡{0x0101,0x0000} ha usado Golpe Calor!
ATKMSG_Y_535=¡El {0x0101,0x0000} salvaje ha usado Golpe Calor!
ATKMSG_E_535=¡El {0x0101,0x0000} enemigo ha usado Golpe Calor!
ATKMSG_N_535=¡El {0x0101,0x0000} dominante ha usado Golpe Calor!
ATKMSG_M_536=¡{0x0101,0x0000} ha usado Ciclón de Hojas!
ATKMSG_Y_536=¡El {0x0101,0x0000} salvaje ha usado Ciclón de Hojas!
ATKMSG_E_536=¡El {0x0101,0x0000} enemigo ha usado Ciclón de Hojas!
ATKMSG_N_536=¡El {0x0101,0x0000} dominante ha usado Ciclón de Hojas!
ATKMSG_M_537=¡{0x0101,0x0000} ha usado Rodillo de Púas!
ATKMSG_Y_537=¡El {0x0101,0x0000} salvaje ha usado Rodillo de Púas!
ATKMSG_E_537=¡El {0x0101,0x0000} enemigo ha usado Rodillo de Púas!
ATKMSG_N_537=¡El {0x0101,0x0000} dominante ha usado Rodillo de Púas!
ATKMSG_M_538=¡{0x0101,0x0000} ha usado Rizo Algodón!
ATKMSG_Y_538=¡El {0x0101,0x0000} salvaje ha usado Rizo Algodón!
ATKMSG_E_538=¡El {0x0101,0x0000} enemigo ha usado Rizo Algodón!
ATKMSG_N_538=¡El {0x0101,0x0000} dominante ha usado Rizo Algodón!
ATKMSG_M_539=¡{0x0101,0x0000} ha usado Pulso Noche!
ATKMSG_Y_539=¡El {0x0101,0x0000} salvaje ha usado Pulso Noche!
ATKMSG_E_539=¡El {0x0101,0x0000} enemigo ha usado Pulso Noche!
ATKMSG_N_539=¡El {0x0101,0x0000} dominante ha usado Pulso Noche!
ATKMSG_M_540=¡{0x0101,0x0000} ha usado Onda Mental!
ATKMSG_Y_540=¡El {0x0101,0x0000} salvaje ha usado Onda Mental!
ATKMSG_E_540=¡El {0x0101,0x0000} enemigo ha usado Onda Mental!
ATKMSG_N_540=¡El {0x0101,0x0000} dominante ha usado Onda Mental!
ATKMSG_M_541=¡{0x0101,0x0000} ha usado Plumerazo!
ATKMSG_Y_541=¡El {0x0101,0x0000} salvaje ha usado Plumerazo!
ATKMSG_E_541=¡El {0x0101,0x0000} enemigo ha usado Plumerazo!
ATKMSG_N_541=¡El {0x0101,0x0000} dominante ha usado Plumerazo!
ATKMSG_M_542=¡{0x0101,0x0000} ha usado Vendaval!
ATKMSG_Y_542=¡El {0x0101,0x0000} salvaje ha usado Vendaval!
ATKMSG_E_542=¡El {0x0101,0x0000} enemigo ha usado Vendaval!
ATKMSG_N_542=¡El {0x0101,0x0000} dominante ha usado Vendaval!
ATKMSG_M_543=¡{0x0101,0x0000} ha usado Ariete!
ATKMSG_Y_543=¡El {0x0101,0x0000} salvaje ha usado Ariete!
ATKMSG_E_543=¡El {0x0101,0x0000} enemigo ha usado Ariete!
ATKMSG_N_543=¡El {0x0101,0x0000} dominante ha usado Ariete!
ATKMSG_M_544=¡{0x0101,0x0000} ha usado Rueda Doble!
ATKMSG_Y_544=¡El {0x0101,0x0000} salvaje ha usado Rueda Doble!
ATKMSG_E_544=¡El {0x0101,0x0000} enemigo ha usado Rueda Doble!
ATKMSG_N_544=¡El {0x0101,0x0000} dominante ha usado Rueda Doble!
ATKMSG_M_545=¡{0x0101,0x0000} ha usado Bomba Ígnea!
ATKMSG_Y_545=¡El {0x0101,0x0000} salvaje ha usado Bomba Ígnea!
ATKMSG_E_545=¡El {0x0101,0x0000} enemigo ha usado Bomba Ígnea!
ATKMSG_N_545=¡El {0x0101,0x0000} dominante ha usado Bomba Ígnea!
ATKMSG_M_546=¡{0x0101,0x0000} ha usado Tecno Shock!
ATKMSG_Y_546=¡El {0x0101,0x0000} salvaje ha usado Tecno Shock!
ATKMSG_E_546=¡El {0x0101,0x0000} enemigo ha usado Tecno Shock!
ATKMSG_N_546=¡El {0x0101,0x0000} dominante ha usado Tecno Shock!
ATKMSG_M_547=¡{0x0101,0x0000} ha usado Canto Arcaico!
ATKMSG_Y_547=¡El {0x0101,0x0000} salvaje ha usado Canto Arcaico!
ATKMSG_E_547=¡El {0x0101,0x0000} enemigo ha usado Canto Arcaico!
ATKMSG_N_547=¡El {0x0101,0x0000} dominante ha usado Canto Arcaico!
ATKMSG_M_548=¡{0x0101,0x0000} ha usado Sable Místico!
ATKMSG_Y_548=¡El {0x0101,0x0000} salvaje ha usado Sable Místico!
ATKMSG_E_548=¡El {0x0101,0x0000} enemigo ha usado Sable Místico!
ATKMSG_N_548=¡El {0x0101,0x0000} dominante ha usado Sable Místico!
ATKMSG_M_549=¡{0x0101,0x0000} ha usado Mundo Gélido!
ATKMSG_Y_549=¡El {0x0101,0x0000} salvaje ha usado Mundo Gélido!
ATKMSG_E_549=¡El {0x0101,0x0000} enemigo ha usado Mundo Gélido!
ATKMSG_N_549=¡El {0x0101,0x0000} dominante ha usado Mundo Gélido!
ATKMSG_M_550=¡{0x0101,0x0000} ha usado Ataque Fulgor!
ATKMSG_Y_550=¡El {0x0101,0x0000} salvaje ha usado Ataque Fulgor!
ATKMSG_E_550=¡El {0x0101,0x0000} enemigo ha usado Ataque Fulgor!
ATKMSG_N_550=¡El {0x0101,0x0000} dominante ha usado Ataque Fulgor!
ATKMSG_M_551=¡{0x0101,0x0000} ha usado Llama Azul!
ATKMSG_Y_551=¡El {0x0101,0x0000} salvaje ha usado Llama Azul!
ATKMSG_E_551=¡El {0x0101,0x0000} enemigo ha usado Llama Azul!
ATKMSG_N_551=¡El {0x0101,0x0000} dominante ha usado Llama Azul!
ATKMSG_M_552=¡{0x0101,0x0000} ha usado Danza Llama!
ATKMSG_Y_552=¡El {0x0101,0x0000} salvaje ha usado Danza Llama!
ATKMSG_E_552=¡El {0x0101,0x0000} enemigo ha usado Danza Llama!
ATKMSG_N_552=¡El {0x0101,0x0000} dominante ha usado Danza Llama!
ATKMSG_M_553=¡{0x0101,0x0000} ha usado Rayo Gélido!
ATKMSG_Y_553=¡El {0x0101,0x0000} salvaje ha usado Rayo Gélido!
ATKMSG_E_553=¡El {0x0101,0x0000} enemigo ha usado Rayo Gélido!
ATKMSG_N_553=¡El {0x0101,0x0000} dominante ha usado Rayo Gélido!
ATKMSG_M_554=¡{0x0101,0x0000} ha usado Llama Gélida!
ATKMSG_Y_554=¡El {0x0101,0x0000} salvaje ha usado Llama Gélida!
ATKMSG_E_554=¡El {0x0101,0x0000} enemigo ha usado Llama Gélida!
ATKMSG_N_554=¡El {0x0101,0x0000} dominante ha usado Llama Gélida!
ATKMSG_M_555=¡{0x0101,0x0000} ha usado Alarido!
ATKMSG_Y_555=¡El {0x0101,0x0000} salvaje ha usado Alarido!
ATKMSG_E_555=¡El {0x0101,0x0000} enemigo ha usado Alarido!
ATKMSG_N_555=¡El {0x0101,0x0000} dominante ha usado Alarido!
ATKMSG_M_556=¡{0x0101,0x0000} ha usado Chuzos!
ATKMSG_Y_556=¡El {0x0101,0x0000} salvaje ha usado Chuzos!
ATKMSG_E_556=¡El {0x0101,0x0000} enemigo ha usado Chuzos!
ATKMSG_N_556=¡El {0x0101,0x0000} dominante ha usado Chuzos!
ATKMSG_M_557=¡{0x0101,0x0000} ha usado V de Fuego!
ATKMSG_Y_557=¡El {0x0101,0x0000} salvaje ha usado V de Fuego!
ATKMSG_E_557=¡El {0x0101,0x0000} enemigo ha usado V de Fuego!
ATKMSG_N_557=¡El {0x0101,0x0000} dominante ha usado V de Fuego!
ATKMSG_M_558=¡{0x0101,0x0000} ha usado Llama Fusión!
ATKMSG_Y_558=¡El {0x0101,0x0000} salvaje ha usado Llama Fusión!
ATKMSG_E_558=¡El {0x0101,0x0000} enemigo ha usado Llama Fusión!
ATKMSG_N_558=¡El {0x0101,0x0000} dominante ha usado Llama Fusión!
ATKMSG_M_559=¡{0x0101,0x0000} ha usado Rayo Fusión!
ATKMSG_Y_559=¡El {0x0101,0x0000} salvaje ha usado Rayo Fusión!
ATKMSG_E_559=¡El {0x0101,0x0000} enemigo ha usado Rayo Fusión!
ATKMSG_N_559=¡El {0x0101,0x0000} dominante ha usado Rayo Fusión!
ATKMSG_M_560=¡{0x0101,0x0000} ha usado Plancha Voladora!
ATKMSG_Y_560=¡El {0x0101,0x0000} salvaje ha usado Plancha Voladora!
ATKMSG_E_560=¡El {0x0101,0x0000} enemigo ha usado Plancha Voladora!
ATKMSG_N_560=¡El {0x0101,0x0000} dominante ha usado Plancha Voladora!
ATKMSG_M_561=¡{0x0101,0x0000} ha usado Escudo Tatami!
ATKMSG_Y_561=¡El {0x0101,0x0000} salvaje ha usado Escudo Tatami!
ATKMSG_E_561=¡El {0x0101,0x0000} enemigo ha usado Escudo Tatami!
ATKMSG_N_561=¡El {0x0101,0x0000} dominante ha usado Escudo Tatami!
ATKMSG_M_562=¡{0x0101,0x0000} ha usado Eructo!
ATKMSG_Y_562=¡El {0x0101,0x0000} salvaje ha usado Eructo!
ATKMSG_E_562=¡El {0x0101,0x0000} enemigo ha usado Eructo!
ATKMSG_N_562=¡El {0x0101,0x0000} dominante ha usado Eructo!
ATKMSG_M_563=¡{0x0101,0x0000} ha usado Fertilizante!
ATKMSG_Y_563=¡El {0x0101,0x0000} salvaje ha usado Fertilizante!
ATKMSG_E_563=¡El {0x0101,0x0000} enemigo ha usado Fertilizante!
ATKMSG_N_563=¡El {0x0101,0x0000} dominante ha usado Fertilizante!
ATKMSG_M_564=¡{0x0101,0x0000} ha usado Red Viscosa!
ATKMSG_Y_564=¡El {0x0101,0x0000} salvaje ha usado Red Viscosa!
ATKMSG_E_564=¡El {0x0101,0x0000} enemigo ha usado Red Viscosa!
ATKMSG_N_564=¡El {0x0101,0x0000} dominante ha usado Red Viscosa!
ATKMSG_M_565=¡{0x0101,0x0000} ha usado Aguijón Letal!
ATKMSG_Y_565=¡El {0x0101,0x0000} salvaje ha usado Aguijón Letal!
ATKMSG_E_565=¡El {0x0101,0x0000} enemigo ha usado Aguijón Letal!
ATKMSG_N_565=¡El {0x0101,0x0000} dominante ha usado Aguijón Letal!
ATKMSG_M_566=¡{0x0101,0x0000} ha usado Golpe Fantasma!
ATKMSG_Y_566=¡El {0x0101,0x0000} salvaje ha usado Golpe Fantasma!
ATKMSG_E_566=¡El {0x0101,0x0000} enemigo ha usado Golpe Fantasma!
ATKMSG_N_566=¡El {0x0101,0x0000} dominante ha usado Golpe Fantasma!
ATKMSG_M_567=¡{0x0101,0x0000} ha usado Halloween!
ATKMSG_Y_567=¡El {0x0101,0x0000} salvaje ha usado Halloween!
ATKMSG_E_567=¡El {0x0101,0x0000} enemigo ha usado Halloween!
ATKMSG_N_567=¡El {0x0101,0x0000} dominante ha usado Halloween!
ATKMSG_M_568=¡{0x0101,0x0000} ha usado Rugido de Guerra!
ATKMSG_Y_568=¡El {0x0101,0x0000} salvaje ha usado Rugido de Guerra!
ATKMSG_E_568=¡El {0x0101,0x0000} enemigo ha usado Rugido de Guerra!
ATKMSG_N_568=¡El {0x0101,0x0000} dominante ha usado Rugido de Guerra!
ATKMSG_M_569=¡{0x0101,0x0000} ha usado Cortina Plasma!
ATKMSG_Y_569=¡El {0x0101,0x0000} salvaje ha usado Cortina Plasma!
ATKMSG_E_569=¡El {0x0101,0x0000} enemigo ha usado Cortina Plasma!
ATKMSG_N_569=¡El {0x0101,0x0000} dominante ha usado Cortina Plasma!
ATKMSG_M_570=¡{0x0101,0x0000} ha usado Carga Parábola!
ATKMSG_Y_570=¡El {0x0101,0x0000} salvaje ha usado Carga Parábola!
ATKMSG_E_570=¡El {0x0101,0x0000} enemigo ha usado Carga Parábola!
ATKMSG_N_570=¡El {0x0101,0x0000} dominante ha usado Carga Parábola!
ATKMSG_M_571=¡{0x0101,0x0000} ha usado Condena Silvana!
ATKMSG_Y_571=¡El {0x0101,0x0000} salvaje ha usado Condena Silvana!
ATKMSG_E_571=¡El {0x0101,0x0000} enemigo ha usado Condena Silvana!
ATKMSG_N_571=¡El {0x0101,0x0000} dominante ha usado Condena Silvana!
ATKMSG_M_572=¡{0x0101,0x0000} ha usado Tormenta Floral!
ATKMSG_Y_572=¡El {0x0101,0x0000} salvaje ha usado Tormenta Floral!
ATKMSG_E_572=¡El {0x0101,0x0000} enemigo ha usado Tormenta Floral!
ATKMSG_N_572=¡El {0x0101,0x0000} dominante ha usado Tormenta Floral!
ATKMSG_M_573=¡{0x0101,0x0000} ha usado Liofilización!
ATKMSG_Y_573=¡El {0x0101,0x0000} salvaje ha usado Liofilización!
ATKMSG_E_573=¡El {0x0101,0x0000} enemigo ha usado Liofilización!
ATKMSG_N_573=¡El {0x0101,0x0000} dominante ha usado Liofilización!
ATKMSG_M_574=¡{0x0101,0x0000} ha usado Voz Cautivadora!
ATKMSG_Y_574=¡El {0x0101,0x0000} salvaje ha usado Voz Cautivadora!
ATKMSG_E_574=¡El {0x0101,0x0000} enemigo ha usado Voz Cautivadora!
ATKMSG_N_574=¡El {0x0101,0x0000} dominante ha usado Voz Cautivadora!
ATKMSG_M_575=¡{0x0101,0x0000} ha usado Última Palabra!
ATKMSG_Y_575=¡El {0x0101,0x0000} salvaje ha usado Última Palabra!
ATKMSG_E_575=¡El {0x0101,0x0000} enemigo ha usado Última Palabra!
ATKMSG_N_575=¡El {0x0101,0x0000} dominante ha usado Última Palabra!
ATKMSG_M_576=¡{0x0101,0x0000} ha usado Reversión!
ATKMSG_Y_576=¡El {0x0101,0x0000} salvaje ha usado Reversión!
ATKMSG_E_576=¡El {0x0101,0x0000} enemigo ha usado Reversión!
ATKMSG_N_576=¡El {0x0101,0x0000} dominante ha usado Reversión!
ATKMSG_M_577=¡{0x0101,0x0000} ha usado Beso Drenaje!
ATKMSG_Y_577=¡El {0x0101,0x0000} salvaje ha usado Beso Drenaje!
ATKMSG_E_577=¡El {0x0101,0x0000} enemigo ha usado Beso Drenaje!
ATKMSG_N_577=¡El {0x0101,0x0000} dominante ha usado Beso Drenaje!
ATKMSG_M_578=¡{0x0101,0x0000} ha usado Truco Defensa!
ATKMSG_Y_578=¡El {0x0101,0x0000} salvaje ha usado Truco Defensa!
ATKMSG_E_578=¡El {0x0101,0x0000} enemigo ha usado Truco Defensa!
ATKMSG_N_578=¡El {0x0101,0x0000} dominante ha usado Truco Defensa!
ATKMSG_M_579=¡{0x0101,0x0000} ha usado Defensa Floral!
ATKMSG_Y_579=¡El {0x0101,0x0000} salvaje ha usado Defensa Floral!
ATKMSG_E_579=¡El {0x0101,0x0000} enemigo ha usado Defensa Floral!
ATKMSG_N_579=¡El {0x0101,0x0000} dominante ha usado Defensa Floral!
ATKMSG_M_580=¡{0x0101,0x0000} ha usado Campo de Hierba!
ATKMSG_Y_580=¡El {0x0101,0x0000} salvaje ha usado Campo de Hierba!
ATKMSG_E_580=¡El {0x0101,0x0000} enemigo ha usado Campo de Hierba!
ATKMSG_N_580=¡El {0x0101,0x0000} dominante ha usado Campo de Hierba!
ATKMSG_M_581=¡{0x0101,0x0000} ha usado Campo de Niebla!
ATKMSG_Y_581=¡El {0x0101,0x0000} salvaje ha usado Campo de Niebla!
ATKMSG_E_581=¡El {0x0101,0x0000} enemigo ha usado Campo de Niebla!
ATKMSG_N_581=¡El {0x0101,0x0000} dominante ha usado Campo de Niebla!
ATKMSG_M_582=¡{0x0101,0x0000} ha usado Electrificación!
ATKMSG_Y_582=¡El {0x0101,0x0000} salvaje ha usado Electrificación!
ATKMSG_E_582=¡El {0x0101,0x0000} enemigo ha usado Electrificación!
ATKMSG_N_582=¡El {0x0101,0x0000} dominante ha usado Electrificación!
ATKMSG_M_583=¡{0x0101,0x0000} ha usado Carantoña!
ATKMSG_Y_583=¡El {0x0101,0x0000} salvaje ha usado Carantoña!
ATKMSG_E_583=¡El {0x0101,0x0000} enemigo ha usado Carantoña!
ATKMSG_N_583=¡El {0x0101,0x0000} dominante ha usado Carantoña!
ATKMSG_M_584=¡{0x0101,0x0000} ha usado Viento Feérico!
ATKMSG_Y_584=¡El {0x0101,0x0000} salvaje ha usado Viento Feérico!
ATKMSG_E_584=¡El {0x0101,0x0000} enemigo ha usado Viento Feérico!
ATKMSG_N_584=¡El {0x0101,0x0000} dominante ha usado Viento Feérico!
ATKMSG_M_585=¡{0x0101,0x0000} ha usado Fuerza Lunar!
ATKMSG_Y_585=¡El {0x0101,0x0000} salvaje ha usado Fuerza Lunar!
ATKMSG_E_585=¡El {0x0101,0x0000} enemigo ha usado Fuerza Lunar!
ATKMSG_N_585=¡El {0x0101,0x0000} dominante ha usado Fuerza Lunar!
ATKMSG_M_586=¡{0x0101,0x0000} ha usado Estruendo!
ATKMSG_Y_586=¡El {0x0101,0x0000} salvaje ha usado Estruendo!
ATKMSG_E_586=¡El {0x0101,0x0000} enemigo ha usado Estruendo!
ATKMSG_N_586=¡El {0x0101,0x0000} dominante ha usado Estruendo!
ATKMSG_M_587=¡{0x0101,0x0000} ha usado Cerrojo Feérico!
ATKMSG_Y_587=¡El {0x0101,0x0000} salvaje ha usado Cerrojo Feérico!
ATKMSG_E_587=¡El {0x0101,0x0000} enemigo ha usado Cerrojo Feérico!
ATKMSG_N_587=¡El {0x0101,0x0000} dominante ha usado Cerrojo Feérico!
ATKMSG_M_588=¡{0x0101,0x0000} ha usado Escudo Real!
ATKMSG_Y_588=¡El {0x0101,0x0000} salvaje ha usado Escudo Real!
ATKMSG_E_588=¡El {0x0101,0x0000} enemigo ha usado Escudo Real!
ATKMSG_N_588=¡El {0x0101,0x0000} dominante ha usado Escudo Real!
ATKMSG_M_589=¡{0x0101,0x0000} ha usado Camaradería!
ATKMSG_Y_589=¡El {0x0101,0x0000} salvaje ha usado Camaradería!
ATKMSG_E_589=¡El {0x0101,0x0000} enemigo ha usado Camaradería!
ATKMSG_N_589=¡El {0x0101,0x0000} dominante ha usado Camaradería!
ATKMSG_M_590=¡{0x0101,0x0000} ha usado Confidencia!
ATKMSG_Y_590=¡El {0x0101,0x0000} salvaje ha usado Confidencia!
ATKMSG_E_590=¡El {0x0101,0x0000} enemigo ha usado Confidencia!
ATKMSG_N_590=¡El {0x0101,0x0000} dominante ha usado Confidencia!
ATKMSG_M_591=¡{0x0101,0x0000} ha usado Torm. Diamantes!
ATKMSG_Y_591=¡El {0x0101,0x0000} salvaje ha usado Torm. Diamantes!
ATKMSG_E_591=¡El {0x0101,0x0000} enemigo ha usado Torm. Diamantes!
ATKMSG_N_591=¡El {0x0101,0x0000} dominante ha usado Torm. Diamantes!
ATKMSG_M_592=¡{0x0101,0x0000} ha usado Chorro de Vapor!
ATKMSG_Y_592=¡El {0x0101,0x0000} salvaje ha usado Chorro de Vapor!
ATKMSG_E_592=¡El {0x0101,0x0000} enemigo ha usado Chorro de Vapor!
ATKMSG_N_592=¡El {0x0101,0x0000} dominante ha usado Chorro de Vapor!
ATKMSG_M_593=¡{0x0101,0x0000} ha usado Paso Dimensional!
ATKMSG_Y_593=¡El {0x0101,0x0000} salvaje ha usado Paso Dimensional!
ATKMSG_E_593=¡El {0x0101,0x0000} enemigo ha usado Paso Dimensional!
ATKMSG_N_593=¡El {0x0101,0x0000} dominante ha usado Paso Dimensional!
ATKMSG_M_594=¡{0x0101,0x0000} ha usado Shuriken de Agua!
ATKMSG_Y_594=¡El {0x0101,0x0000} salvaje ha usado Shuriken de Agua!
ATKMSG_E_594=¡El {0x0101,0x0000} enemigo ha usado Shuriken de Agua!
ATKMSG_N_594=¡El {0x0101,0x0000} dominante ha usado Shuriken de Agua!
ATKMSG_M_595=¡{0x0101,0x0000} ha usado Llama Embrujada!
ATKMSG_Y_595=¡El {0x0101,0x0000} salvaje ha usado Llama Embrujada!
ATKMSG_E_595=¡El {0x0101,0x0000} enemigo ha usado Llama Embrujada!
ATKMSG_N_595=¡El {0x0101,0x0000} dominante ha usado Llama Embrujada!
ATKMSG_M_596=¡{0x0101,0x0000} ha usado Barrera Espinosa!
ATKMSG_Y_596=¡El {0x0101,0x0000} salvaje ha usado Barrera Espinosa!
ATKMSG_E_596=¡El {0x0101,0x0000} enemigo ha usado Barrera Espinosa!
ATKMSG_N_596=¡El {0x0101,0x0000} dominante ha usado Barrera Espinosa!
ATKMSG_M_597=¡{0x0101,0x0000} ha usado Niebla Aromática!
ATKMSG_Y_597=¡El {0x0101,0x0000} salvaje ha usado Niebla Aromática!
ATKMSG_E_597=¡El {0x0101,0x0000} enemigo ha usado Niebla Aromática!
ATKMSG_N_597=¡El {0x0101,0x0000} dominante ha usado Niebla Aromática!
ATKMSG_M_598=¡{0x0101,0x0000} ha usado Onda Anómala!
ATKMSG_Y_598=¡El {0x0101,0x0000} salvaje ha usado Onda Anómala!
ATKMSG_E_598=¡El {0x0101,0x0000} enemigo ha usado Onda Anómala!
ATKMSG_N_598=¡El {0x0101,0x0000} dominante ha usado Onda Anómala!
ATKMSG_M_599=¡{0x0101,0x0000} ha usado Trampa Venenosa!
ATKMSG_Y_599=¡El {0x0101,0x0000} salvaje ha usado Trampa Venenosa!
ATKMSG_E_599=¡El {0x0101,0x0000} enemigo ha usado Trampa Venenosa!
ATKMSG_N_599=¡El {0x0101,0x0000} dominante ha usado Trampa Venenosa!
ATKMSG_M_600=¡{0x0101,0x0000} ha usado Polvo Explosivo!
ATKMSG_Y_600=¡El {0x0101,0x0000} salvaje ha usado Polvo Explosivo!
ATKMSG_E_600=¡El {0x0101,0x0000} enemigo ha usado Polvo Explosivo!
ATKMSG_N_600=¡El {0x0101,0x0000} dominante ha usado Polvo Explosivo!
ATKMSG_M_601=¡{0x0101,0x0000} ha usado Geocontrol!
ATKMSG_Y_601=¡El {0x0101,0x0000} salvaje ha usado Geocontrol!
ATKMSG_E_601=¡El {0x0101,0x0000} enemigo ha usado Geocontrol!
ATKMSG_N_601=¡El {0x0101,0x0000} dominante ha usado Geocontrol!
ATKMSG_M_602=¡{0x0101,0x0000} ha usado Aura Magnética!
ATKMSG_Y_602=¡El {0x0101,0x0000} salvaje ha usado Aura Magnética!
ATKMSG_E_602=¡El {0x0101,0x0000} enemigo ha usado Aura Magnética!
ATKMSG_N_602=¡El {0x0101,0x0000} dominante ha usado Aura Magnética!
ATKMSG_M_603=¡{0x0101,0x0000} ha usado Paga Extra!
ATKMSG_Y_603=¡El {0x0101,0x0000} salvaje ha usado Paga Extra!
ATKMSG_E_603=¡El {0x0101,0x0000} enemigo ha usado Paga Extra!
ATKMSG_N_603=¡El {0x0101,0x0000} dominante ha usado Paga Extra!
ATKMSG_M_604=¡{0x0101,0x0000} ha usado Campo Eléctrico!
ATKMSG_Y_604=¡El {0x0101,0x0000} salvaje ha usado Campo Eléctrico!
ATKMSG_E_604=¡El {0x0101,0x0000} enemigo ha usado Campo Eléctrico!
ATKMSG_N_604=¡El {0x0101,0x0000} dominante ha usado Campo Eléctrico!
ATKMSG_M_605=¡{0x0101,0x0000} ha usado Brillo Mágico!
ATKMSG_Y_605=¡El {0x0101,0x0000} salvaje ha usado Brillo Mágico!
ATKMSG_E_605=¡El {0x0101,0x0000} enemigo ha usado Brillo Mágico!
ATKMSG_N_605=¡El {0x0101,0x0000} dominante ha usado Brillo Mágico!
ATKMSG_M_606=¡{0x0101,0x0000} ha usado Celebración!
ATKMSG_Y_606=¡El {0x0101,0x0000} salvaje ha usado Celebración!
ATKMSG_E_606=¡El {0x0101,0x0000} enemigo ha usado Celebración!
ATKMSG_N_606=¡El {0x0101,0x0000} dominante ha usado Celebración!
ATKMSG_M_607=¡{0x0101,0x0000} ha usado Manos Juntas!
ATKMSG_Y_607=¡El {0x0101,0x0000} salvaje ha usado Manos Juntas!
ATKMSG_E_607=¡El {0x0101,0x0000} enemigo ha usado Manos Juntas!
ATKMSG_N_607=¡El {0x0101,0x0000} dominante ha usado Manos Juntas!
ATKMSG_M_608=¡{0x0101,0x0000} ha usado Ojitos Tiernos!
ATKMSG_Y_608=¡El {0x0101,0x0000} salvaje ha usado Ojitos Tiernos!
ATKMSG_E_608=¡El {0x0101,0x0000} enemigo ha usado Ojitos Tiernos!
ATKMSG_N_608=¡El {0x0101,0x0000} dominante ha usado Ojitos Tiernos!
ATKMSG_M_609=¡{0x0101,0x0000} ha usado Moflete Estático!
ATKMSG_Y_609=¡El {0x0101,0x0000} salvaje ha usado Moflete Estático!
ATKMSG_E_609=¡El {0x0101,0x0000} enemigo ha usado Moflete Estático!
ATKMSG_N_609=¡El {0x0101,0x0000} dominante ha usado Moflete Estático!
