ATKMSG_M_000=!
ATKMSG_Y_000=!
ATKMSG_E_000=!
ATKMSG_N_000=!
ATKMSG_M_001={0x0101,0x0000} setzt[0x000A]Pfund ein!
ATKMSG_E_435={0x0101,0x0000} (Gegner) setzt[0x000A]Ladungsstoß ein!
ATKMSG_N_435={0x0101,0x0000} (Herrscher) setzt[0x000A]Ladungsstoß ein!
ATKMSG_M_436={0x0101,0x0000} setzt[0x000A]Flammensturm ein!
ATKMSG_Y_436={0x0101,0x0000} (wild) setzt[0x000A]Flammensturm ein!
ATKMSG_E_436={0x0101,0x0000} (Gegner) setzt[0x000A]Flammensturm ein!
ATKMSG_N_436={0x0101,0x0000} (Herrscher) setzt[0x000A]Flammensturm ein!
ATKMSG_M_437={0x0101,0x0000} setzt[0x000A]Blättersturm ein!
ATKMSG_Y_437={0x0101,0x0000} (wild) setzt[0x000A]Blättersturm ein!
ATKMSG_E_437={0x0101,0x0000} (Gegner) setzt[0x000A]Blättersturm ein!
ATKMSG_N_437={0x0101,0x0000} (Herrscher) setzt[0x000A]Blättersturm ein!
ATKMSG_M_438={0x0101,0x0000} setzt[0x000A]Blattgeißel ein!
ATKMSG_Y_438={0x0101,0x0000} (wild) setzt[0x000A]Blattgeißel ein!
ATKMSG_E_438={0x0101,0x0000} (Gegner) setzt[0x000A]Blattgeißel ein!
ATKMSG_N_438={0x0101,0x0000} (Herrscher) setzt[0x000A]Blattgeißel ein!
ATKMSG_M_439={0x0101,0x0000} setzt[0x000A]Felswerfer ein!
ATKMSG_Y_439={0x0101,0x0000} (wild) setzt[0x000A]Felswerfer ein!
ATKMSG_E_439={0x0101,0x0000} (Gegner) setzt[0x000A]Felswerfer ein!
ATKMSG_N_439={0x0101,0x0000} (Herrscher) setzt[0x000A]Felswerfer ein!
ATKMSG_M_440={0x0101,0x0000} setzt[0x000A]Giftstreich ein!
ATKMSG_Y_440={0x0101,0x0000} (wild) setzt[0x000A]Giftstreich ein!
ATKMSG_E_440={0x0101,0x0000} (Gegner) setzt[0x000A]Giftstreich ein!
ATKMSG_N_440={0x0101,0x0000} (Herrscher) setzt[0x000A]Giftstreich ein!
ATKMSG_M_441={0x0101,0x0000} setzt[0x000A]Mülltreffer ein!
ATKMSG_Y_441={0x0101,0x0000} (wild) setzt[0x000A]Mülltreffer ein!
ATKMSG_E_441={0x0101,0x0000} (Gegner) setzt[0x000A]Mülltreffer ein!
ATKMSG_N_441={0x0101,0x0000} (Herrscher) setzt[0x000A]Mülltreffer ein!
ATKMSG_M_442={0x0101,0x0000} setzt[0x000A]Eisenschädel ein!
ATKMSG_Y_442={0x0101,0x0000} (wild) setzt[0x000A]Eisenschädel ein!
ATKMSG_E_442={0x0101,0x0000} (Gegner) setzt[0x000A]Eisenschädel ein!
ATKMSG_N_442={0x0101,0x0000} (Herrscher) setzt[0x000A]Eisenschädel ein!
ATKMSG_M_443={0x0101,0x0000} setzt[0x000A]Magnetbombe ein!
ATKMSG_Y_443={0x0101,0x0000} (wild) setzt[0x000A]Magnetbombe ein!
ATKMSG_E_443={0x0101,0x0000} (Gegner) setzt[0x000A]Magnetbombe ein!
ATKMSG_N_443={0x0101,0x0000} (Herrscher) setzt[0x000A]Magnetbombe ein!
ATKMSG_M_444={0x0101,0x0000} setzt[0x000A]Steinkante ein!
ATKMSG_Y_444={0x0101,0x0000} (wild) setzt[0x000A]Steinkante ein!
ATKMSG_E_444={0x0101,0x0000} (Gegner) setzt[0x000A]Steinkante ein!
ATKMSG_N_444={0x0101,0x0000} (Herrscher) setzt[0x000A]Steinkante ein!
ATKMSG_M_445={0x0101,0x0000} setzt[0x000A]Liebreiz ein!
ATKMSG_Y_445={0x0101,0x0000} (wild) setzt[0x000A]Liebreiz ein!
ATKMSG_E_445={0x0101,0x0000} (Gegner) setzt[0x000A]Liebreiz ein!
ATKMSG_N_445={0x0101,0x0000} (Herrscher) setzt[0x000A]Liebreiz ein!
ATKMSG_M_446={0x0101,0x0000} setzt[0x000A]Tarnsteine ein!
ATKMSG_Y_446={0x0101,0x0000} (wild) setzt[0x000A]Tarnsteine ein!
ATKMSG_E_446={0x0101,0x0000} (Gegner) setzt[0x000A]Tarnsteine ein!
ATKMSG_N_446={0x0101,0x0000} (Herrscher) setzt[0x000A]Tarnsteine ein!
ATKMSG_M_447={0x0101,0x0000} setzt[0x000A]Strauchler ein!
ATKMSG_Y_447={0x0101,0x0000} (wild) setzt[0x000A]Strauchler ein!
ATKMSG_E_447={0x0101,0x0000} (Gegner) setzt[0x000A]Strauchler ein!
ATKMSG_N_447={0x0101,0x0000} (Herrscher) setzt[0x000A]Strauchler ein!
ATKMSG_M_448={0x0101,0x0000} setzt[0x000A]Geschwätz ein!
ATKMSG_Y_448={0x0101,0x0000} (wild) setzt[0x000A]Geschwätz ein!
ATKMSG_E_448={0x0101,0x0000} (Gegner) setzt[0x000A]Geschwätz ein!
ATKMSG_N_448={0x0101,0x0000} (Herrscher) setzt[0x000A]Geschwätz ein!
ATKMSG_M_449={0x0101,0x0000} setzt[0x000A]Urteilskraft ein!
ATKMSG_Y_449={0x0101,0x0000} (wild) setzt[0x000A]Urteilskraft ein!
ATKMSG_E_449={0x0101,0x0000} (Gegner) setzt[0x000A]Urteilskraft ein!
ATKMSG_N_449={0x0101,0x0000} (Herrscher) setzt[0x000A]Urteilskraft ein!
ATKMSG_M_450={0x0101,0x0000} setzt[0x000A]Käferbiss ein!
ATKMSG_Y_450={0x0101,0x0000} (wild) setzt[0x000A]Käferbiss ein!
ATKMSG_E_450={0x0101,0x0000} (Gegner) setzt[0x000A]Käferbiss ein!
ATKMSG_N_450={0x0101,0x0000} (Herrscher) setzt[0x000A]Käferbiss ein!
ATKMSG_M_451={0x0101,0x0000} setzt[0x000A]Ladestrahl ein!
ATKMSG_Y_451={0x0101,0x0000} (wild) setzt[0x000A]Ladestrahl ein!
ATKMSG_E_451={0x0101,0x0000} (Gegner) setzt[0x000A]Ladestrahl ein!
ATKMSG_N_451={0x0101,0x0000} (Herrscher) setzt[0x000A]Ladestrahl ein!
ATKMSG_M_452={0x0101,0x0000} setzt[0x000A]Holzhammer ein!
ATKMSG_Y_452={0x0101,0x0000} (wild) setzt[0x000A]Holzhammer ein!
ATKMSG_E_452={0x0101,0x0000} (Gegner) setzt[0x000A]Holzhammer ein!
ATKMSG_N_452={0x0101,0x0000} (Herrscher) setzt[0x000A]Holzhammer ein!
ATKMSG_M_453={0x0101,0x0000} setzt[0x000A]Wasserdüse ein!
ATKMSG_Y_453={0x0101,0x0000} (wild) setzt[0x000A]Wasserdüse ein!
ATKMSG_E_453={0x0101,0x0000} (Gegner) setzt[0x000A]Wasserdüse ein!
ATKMSG_N_453={0x0101,0x0000} (Herrscher) setzt[0x000A]Wasserdüse ein!
ATKMSG_M_454={0x0101,0x0000} setzt[0x000A]Schlagbefehl ein!
ATKMSG_Y_454={0x0101,0x0000} (wild) setzt[0x000A]Schlagbefehl ein!
ATKMSG_E_454={0x0101,0x0000} (Gegner) setzt[0x000A]Schlagbefehl ein!
ATKMSG_N_454={0x0101,0x0000} (Herrscher) setzt[0x000A]Schlagbefehl ein!
ATKMSG_M_455={0x0101,0x0000} setzt[0x000A]Blockbefehl ein!
ATKMSG_Y_455={0x0101,0x0000} (wild) setzt[0x000A]Blockbefehl ein!
ATKMSG_E_455={0x0101,0x0000} (Gegner) setzt[0x000A]Blockbefehl ein!
ATKMSG_N_455={0x0101,0x0000} (Herrscher) setzt[0x000A]Blockbefehl ein!
ATKMSG_M_456={0x0101,0x0000} setzt[0x000A]Heilbefehl ein!
ATKMSG_Y_456={0x0101,0x0000} (wild) setzt[0x000A]Heilbefehl ein!
ATKMSG_E_456={0x0101,0x0000} (Gegner) setzt[0x000A]Heilbefehl ein!
ATKMSG_N_456={0x0101,0x0000} (Herrscher) setzt[0x000A]Heilbefehl ein!
ATKMSG_M_457={0x0101,0x0000} setzt[0x000A]Kopfstoß ein!
ATKMSG_Y_457={0x0101,0x0000} (wild) setzt[0x000A]Kopfstoß ein!
ATKMSG_E_457={0x0101,0x0000} (Gegner) setzt[0x000A]Kopfstoß ein!
ATKMSG_N_457={0x0101,0x0000} (Herrscher) setzt[0x000A]Kopfstoß ein!
ATKMSG_M_458={0x0101,0x0000} setzt[0x000A]Doppelschlag ein!
ATKMSG_Y_458={0x0101,0x0000} (wild) setzt[0x000A]Doppelschlag ein!
ATKMSG_E_458={0x0101,0x0000} (Gegner) setzt[0x000A]Doppelschlag ein!
ATKMSG_N_458={0x0101,0x0000} (Herrscher) setzt[0x000A]Doppelschlag ein!
ATKMSG_M_459={0x0101,0x0000} setzt[0x000A]Zeitenlärm ein!
ATKMSG_Y_459={0x0101,0x0000} (wild) setzt[0x000A]Zeitenlärm ein!
ATKMSG_E_459={0x0101,0x0000} (Gegner) setzt[0x000A]Zeitenlärm ein!
ATKMSG_N_459={0x0101,0x0000} (Herrscher) setzt[0x000A]Zeitenlärm ein!
ATKMSG_M_460={0x0101,0x0000} setzt[0x000A]Raumschlag ein!
ATKMSG_Y_460={0x0101,0x0000} (wild) setzt[0x000A]Raumschlag ein!
ATKMSG_E_460={0x0101,0x0000} (Gegner) setzt[0x000A]Raumschlag ein!
ATKMSG_N_460={0x0101,0x0000} (Herrscher) setzt[0x000A]Raumschlag ein!
ATKMSG_M_461={0x0101,0x0000} setzt[0x000A]Lunartanz ein!
ATKMSG_Y_461={0x0101,0x0000} (wild) setzt[0x000A]Lunartanz ein!
ATKMSG_E_461={0x0101,0x0000} (Gegner) setzt[0x000A]Lunartanz ein!
ATKMSG_N_461={0x0101,0x0000} (Herrscher) setzt[0x000A]Lunartanz ein!
ATKMSG_M_462={0x0101,0x0000} setzt[0x000A]Quetschgriff ein!
ATKMSG_Y_462={0x0101,0x0000} (wild) setzt[0x000A]Quetschgriff ein!
ATKMSG_E_462={0x0101,0x0000} (Gegner) setzt[0x000A]Quetschgriff ein!
ATKMSG_N_462={0x0101,0x0000} (Herrscher) setzt[0x000A]Quetschgriff ein!
ATKMSG_M_463={0x0101,0x0000} setzt[0x000A]Lavasturm ein!
ATKMSG_Y_463={0x0101,0x0000} (wild) setzt[0x000A]Lavasturm ein!
ATKMSG_E_463={0x0101,0x0000} (Gegner) setzt[0x000A]Lavasturm ein!
ATKMSG_N_463={0x0101,0x0000} (Herrscher) setzt[0x000A]Lavasturm ein!
ATKMSG_M_464={0x0101,0x0000} setzt[0x000A]Schlummerort ein!
ATKMSG_Y_464={0x0101,0x0000} (wild) setzt[0x000A]Schlummerort ein!
ATKMSG_E_464={0x0101,0x0000} (Gegner) setzt[0x000A]Schlummerort ein!
ATKMSG_N_464={0x0101,0x0000} (Herrscher) setzt[0x000A]Schlummerort ein!
ATKMSG_M_465={0x0101,0x0000} setzt[0x000A]Schocksamen ein!
ATKMSG_Y_465={0x0101,0x0000} (wild) setzt[0x000A]Schocksamen ein!
ATKMSG_E_465={0x0101,0x0000} (Gegner) setzt[0x000A]Schocksamen ein!
ATKMSG_N_465={0x0101,0x0000} (Herrscher) setzt[0x000A]Schocksamen ein!
ATKMSG_M_466={0x0101,0x0000} setzt[0x000A]Unheilböen ein!
ATKMSG_Y_466={0x0101,0x0000} (wild) setzt[0x000A]Unheilböen ein!
ATKMSG_E_466={0x0101,0x0000} (Gegner) setzt[0x000A]Unheilböen ein!
ATKMSG_N_466={0x0101,0x0000} (Herrscher) setzt[0x000A]Unheilböen ein!
ATKMSG_M_467={0x0101,0x0000} setzt[0x000A]Schemenkraft ein!
ATKMSG_Y_467={0x0101,0x0000} (wild) setzt[0x000A]Schemenkraft ein!
ATKMSG_E_467={0x0101,0x0000} (Gegner) setzt[0x000A]Schemenkraft ein!
ATKMSG_N_467={0x0101,0x0000} (Herrscher) setzt[0x000A]Schemenkraft ein!
ATKMSG_M_468={0x0101,0x0000} setzt[0x000A]Klauenwetzer ein!
ATKMSG_Y_468={0x0101,0x0000} (wild) setzt[0x000A]Klauenwetzer ein!
ATKMSG_E_468={0x0101,0x0000} (Gegner) setzt[0x000A]Klauenwetzer ein!
ATKMSG_N_468={0x0101,0x0000} (Herrscher) setzt[0x000A]Klauenwetzer ein!
ATKMSG_M_469={0x0101,0x0000} setzt[0x000A]Rundumschutz ein!
ATKMSG_Y_469={0x0101,0x0000} (wild) setzt[0x000A]Rundumschutz ein!
ATKMSG_E_469={0x0101,0x0000} (Gegner) setzt[0x000A]Rundumschutz ein!
ATKMSG_N_469={0x0101,0x0000} (Herrscher) setzt[0x000A]Rundumschutz ein!
ATKMSG_M_470={0x0101,0x0000} setzt[0x000A]Schutzteiler ein!
ATKMSG_Y_470={0x0101,0x0000} (wild) setzt[0x000A]Schutzteiler ein!
ATKMSG_E_470={0x0101,0x0000} (Gegner) setzt[0x000A]Schutzteiler ein!
ATKMSG_N_470={0x0101,0x0000} (Herrscher) setzt[0x000A]Schutzteiler ein!
ATKMSG_M_471={0x0101,0x0000} setzt[0x000A]Kraftteiler ein!
ATKMSG_Y_471={0x0101,0x0000} (wild) setzt[0x000A]Kraftteiler ein!
ATKMSG_E_471={0x0101,0x0000} (Gegner) setzt[0x000A]Kraftteiler ein!
ATKMSG_N_471={0x0101,0x0000} (Herrscher) setzt[0x000A]Kraftteiler ein!
ATKMSG_M_472={0x0101,0x0000} setzt[0x000A]Wunderraum ein!
ATKMSG_Y_472={0x0101,0x0000} (wild) setzt[0x000A]Wunderraum ein!
ATKMSG_E_472={0x0101,0x0000} (Gegner) setzt[0x000A]Wunderraum ein!
ATKMSG_N_472={0x0101,0x0000} (Herrscher) setzt[0x000A]Wunderraum ein!
ATKMSG_M_473={0x0101,0x0000} setzt[0x000A]Psychoschock ein!
ATKMSG_Y_473={0x0101,0x0000} (wild) setzt[0x000A]Psychoschock ein!
ATKMSG_E_473={0x0101,0x0000} (Gegner) setzt[0x000A]Psychoschock ein!
ATKMSG_N_473={0x0101,0x0000} (Herrscher) setzt[0x000A]Psychoschock ein!
ATKMSG_M_474={0x0101,0x0000} setzt[0x000A]Giftschock ein!
ATKMSG_Y_474={0x0101,0x0000} (wild) setzt[0x000A]Giftschock ein!
ATKMSG_E_474={0x0101,0x0000} (Gegner) setzt[0x000A]Giftschock ein!
ATKMSG_N_474={0x0101,0x0000} (Herrscher) setzt[0x000A]Giftschock ein!
ATKMSG_M_475={0x0101,0x0000} setzt[0x000A]Autotomie ein!
ATKMSG_Y_475={0x0101,0x0000} (wild) setzt[0x000A]Autotomie ein!
ATKMSG_E_475={0x0101,0x0000} (Gegner) setzt[0x000A]Autotomie ein!
ATKMSG_N_475={0x0101,0x0000} (Herrscher) setzt[0x000A]Autotomie ein!
ATKMSG_M_476={0x0101,0x0000} setzt[0x000A]Wutpulver ein!
ATKMSG_Y_476={0x0101,0x0000} (wild) setzt[0x000A]Wutpulver ein!
ATKMSG_E_476={0x0101,0x0000} (Gegner) setzt[0x000A]Wutpulver ein!
ATKMSG_N_476={0x0101,0x0000} (Herrscher) setzt[0x000A]Wutpulver ein!
ATKMSG_M_477={0x0101,0x0000} setzt[0x000A]Telekinese ein!
ATKMSG_Y_477={0x0101,0x0000} (wild) setzt[0x000A]Telekinese ein!
ATKMSG_E_477={0x0101,0x0000} (Gegner) setzt[0x000A]Telekinese ein!
ATKMSG_N_477={0x0101,0x0000} (Herrscher) setzt[0x000A]Telekinese ein!
ATKMSG_M_478={0x0101,0x0000} setzt[0x000A]Magieraum ein!
ATKMSG_Y_478={0x0101,0x0000} (wild) setzt[0x000A]Magieraum ein!
ATKMSG_E_478={0x0101,0x0000} (Gegner) setzt[0x000A]Magieraum ein!
ATKMSG_N_478={0x0101,0x0000} (Herrscher) setzt[0x000A]Magieraum ein!
ATKMSG_M_479={0x0101,0x0000} setzt[0x000A]Katapult ein!
ATKMSG_Y_479={0x0101,0x0000} (wild) setzt[0x000A]Katapult ein!
ATKMSG_E_479={0x0101,0x0000} (Gegner) setzt[0x000A]Katapult ein!
ATKMSG_N_479={0x0101,0x0000} (Herrscher) setzt[0x000A]Katapult ein!
ATKMSG_M_480={0x0101,0x0000} setzt[0x000A]Bergsturm ein!
ATKMSG_Y_480={0x0101,0x0000} (wild) setzt[0x000A]Bergsturm ein!
ATKMSG_E_480={0x0101,0x0000} (Gegner) setzt[0x000A]Bergsturm ein!
ATKMSG_N_480={0x0101,0x0000} (Herrscher) setzt[0x000A]Bergsturm ein!
ATKMSG_M_481={0x0101,0x0000} setzt[0x000A]Funkenflug ein!
ATKMSG_Y_481={0x0101,0x0000} (wild) setzt[0x000A]Funkenflug ein!
ATKMSG_E_481={0x0101,0x0000} (Gegner) setzt[0x000A]Funkenflug ein!
ATKMSG_N_481={0x0101,0x0000} (Herrscher) setzt[0x000A]Funkenflug ein!
ATKMSG_M_482={0x0101,0x0000} setzt[0x000A]Schlammwoge ein!
ATKMSG_Y_482={0x0101,0x0000} (wild) setzt[0x000A]Schlammwoge ein!
ATKMSG_E_482={0x0101,0x0000} (Gegner) setzt[0x000A]Schlammwoge ein!
ATKMSG_N_482={0x0101,0x0000} (Herrscher) setzt[0x000A]Schlammwoge ein!
ATKMSG_M_483={0x0101,0x0000} setzt[0x000A]Falterreigen ein!
ATKMSG_Y_483={0x0101,0x0000} (wild) setzt[0x000A]Falterreigen ein!
ATKMSG_E_483={0x0101,0x0000} (Gegner) setzt[0x000A]Falterreigen ein!
ATKMSG_N_483={0x0101,0x0000} (Herrscher) setzt[0x000A]Falterreigen ein!
ATKMSG_M_484={0x0101,0x0000} setzt[0x000A]Rammboss ein!
ATKMSG_Y_484={0x0101,0x0000} (wild) setzt[0x000A]Rammboss ein!
ATKMSG_E_484={0x0101,0x0000} (Gegner) setzt[0x000A]Rammboss ein!
ATKMSG_N_484={0x0101,0x0000} (Herrscher) setzt[0x000A]Rammboss ein!
ATKMSG_M_485={0x0101,0x0000} setzt[0x000A]Synchrolärm ein!
ATKMSG_Y_485={0x0101,0x0000} (wild) setzt[0x000A]Synchrolärm ein!
ATKMSG_E_485={0x0101,0x0000} (Gegner) setzt[0x000A]Synchrolärm ein!
ATKMSG_N_485={0x0101,0x0000} (Herrscher) setzt[0x000A]Synchrolärm ein!
ATKMSG_M_486={0x0101,0x0000} setzt[0x000A]Elektroball ein!
ATKMSG_Y_486={0x0101,0x0000} (wild) setzt[0x000A]Elektroball ein!
ATKMSG_E_486={0x0101,0x0000} (Gegner) setzt[0x000A]Elektroball ein!
ATKMSG_N_486={0x0101,0x0000} (Herrscher) setzt[0x000A]Elektroball ein!
ATKMSG_M_487={0x0101,0x0000} setzt[0x000A]Überflutung ein!
ATKMSG_Y_487={0x0101,0x0000} (wild) setzt[0x000A]Überflutung ein!
ATKMSG_E_487={0x0101,0x0000} (Gegner) setzt[0x000A]Überflutung ein!
ATKMSG_N_487={0x0101,0x0000} (Herrscher) setzt[0x000A]Überflutung ein!
ATKMSG_M_488={0x0101,0x0000} setzt[0x000A]Nitroladung ein!
ATKMSG_Y_488={0x0101,0x0000} (wild) setzt[0x000A]Nitroladung ein!
ATKMSG_E_488={0x0101,0x0000} (Gegner) setzt[0x000A]Nitroladung ein!
ATKMSG_N_488={0x0101,0x0000} (Herrscher) setzt[0x000A]Nitroladung ein!
ATKMSG_M_489={0x0101,0x0000} setzt[0x000A]Einrollen ein!
ATKMSG_Y_489={0x0101,0x0000} (wild) setzt[0x000A]Einrollen ein!
ATKMSG_E_489={0x0101,0x0000} (Gegner) setzt[0x000A]Einrollen ein!
ATKMSG_N_489={0x0101,0x0000} (Herrscher) setzt[0x000A]Einrollen ein!
ATKMSG_M_490={0x0101,0x0000} setzt[0x000A]Fußtritt ein!
ATKMSG_Y_490={0x0101,0x0000} (wild) setzt[0x000A]Fußtritt ein!
ATKMSG_E_490={0x0101,0x0000} (Gegner) setzt[0x000A]Fußtritt ein!
ATKMSG_N_490={0x0101,0x0000} (Herrscher) setzt[0x000A]Fußtritt ein!
ATKMSG_M_491={0x0101,0x0000} setzt[0x000A]Säurespeier ein!
ATKMSG_Y_491={0x0101,0x0000} (wild) setzt[0x000A]Säurespeier ein!
ATKMSG_E_491={0x0101,0x0000} (Gegner) setzt[0x000A]Säurespeier ein!
ATKMSG_N_491={0x0101,0x0000} (Herrscher) setzt[0x000A]Säurespeier ein!
ATKMSG_M_492={0x0101,0x0000} setzt[0x000A]Schmarotzer ein!
ATKMSG_Y_492={0x0101,0x0000} (wild) setzt[0x000A]Schmarotzer ein!
ATKMSG_E_492={0x0101,0x0000} (Gegner) setzt[0x000A]Schmarotzer ein!
ATKMSG_N_492={0x0101,0x0000} (Herrscher) setzt[0x000A]Schmarotzer ein!
ATKMSG_M_493={0x0101,0x0000} setzt[0x000A]Wankelstrahl ein!
ATKMSG_Y_493={0x0101,0x0000} (wild) setzt[0x000A]Wankelstrahl ein!
ATKMSG_E_493={0x0101,0x0000} (Gegner) setzt[0x000A]Wankelstrahl ein!
ATKMSG_N_493={0x0101,0x0000} (Herrscher) setzt[0x000A]Wankelstrahl ein!
ATKMSG_M_494={0x0101,0x0000} setzt[0x000A]Zwango ein!
ATKMSG_Y_494={0x0101,0x0000} (wild) setzt[0x000A]Zwango ein!
ATKMSG_E_494={0x0101,0x0000} (Gegner) setzt[0x000A]Zwango ein!
ATKMSG_N_494={0x0101,0x0000} (Herrscher) setzt[0x000A]Zwango ein!
ATKMSG_M_495={0x0101,0x0000} setzt[0x000A]Galanterie ein!
ATKMSG_Y_495={0x0101,0x0000} (wild) setzt[0x000A]Galanterie ein!
ATKMSG_E_495={0x0101,0x0000} (Gegner) setzt[0x000A]Galanterie ein!
ATKMSG_N_495={0x0101,0x0000} (Herrscher) setzt[0x000A]Galanterie ein!
ATKMSG_M_496={0x0101,0x0000} stimmt einen[0x000A]Kanon an!
ATKMSG_Y_496={0x0101,0x0000} (wild) stimmt einen[0x000A]Kanon an!
ATKMSG_E_496={0x0101,0x0000} (Gegner) stimmt einen[0x000A]Kanon an!
ATKMSG_N_496={0x0101,0x0000} (Herrscher) stimmt einen[0x000A]Kanon an!
ATKMSG_M_497={0x0101,0x0000} setzt[0x000A]Widerhall ein!
ATKMSG_Y_497={0x0101,0x0000} (wild) setzt[0x000A]Widerhall ein!
ATKMSG_E_497={0x0101,0x0000} (Gegner) setzt[0x000A]Widerhall ein!
ATKMSG_N_497={0x0101,0x0000} (Herrscher) setzt[0x000A]Widerhall ein!
ATKMSG_M_498={0x0101,0x0000} setzt[0x000A]Zermürben ein!
ATKMSG_Y_498={0x0101,0x0000} (wild) setzt[0x000A]Zermürben ein!
ATKMSG_E_498={0x0101,0x0000} (Gegner) setzt[0x000A]Zermürben ein!
ATKMSG_N_498={0x0101,0x0000} (Herrscher) setzt[0x000A]Zermürben ein!
ATKMSG_M_499={0x0101,0x0000} setzt[0x000A]Klärsmog ein!
ATKMSG_Y_499={0x0101,0x0000} (wild) setzt[0x000A]Klärsmog ein!
ATKMSG_E_499={0x0101,0x0000} (Gegner) setzt[0x000A]Klärsmog ein!
ATKMSG_N_499={0x0101,0x0000} (Herrscher) setzt[0x000A]Klärsmog ein!
ATKMSG_M_500={0x0101,0x0000} setzt[0x000A]Kraftvorrat ein!
ATKMSG_Y_500={0x0101,0x0000} (wild) setzt[0x000A]Kraftvorrat ein!
ATKMSG_E_500={0x0101,0x0000} (Gegner) setzt[0x000A]Kraftvorrat ein!
ATKMSG_N_500={0x0101,0x0000} (Herrscher) setzt[0x000A]Kraftvorrat ein!
ATKMSG_M_501={0x0101,0x0000} setzt[0x000A]Rapidschutz ein!
ATKMSG_Y_501={0x0101,0x0000} (wild) setzt[0x000A]Rapidschutz ein!
ATKMSG_E_501={0x0101,0x0000} (Gegner) setzt[0x000A]Rapidschutz ein!
ATKMSG_N_501={0x0101,0x0000} (Herrscher) setzt[0x000A]Rapidschutz ein!
ATKMSG_M_502={0x0101,0x0000} setzt[0x000A]Seitentausch ein!
ATKMSG_Y_502={0x0101,0x0000} (wild) setzt[0x000A]Seitentausch ein!
ATKMSG_E_502={0x0101,0x0000} (Gegner) setzt[0x000A]Seitentausch ein!
ATKMSG_N_502={0x0101,0x0000} (Herrscher) setzt[0x000A]Seitentausch ein!
ATKMSG_M_503={0x0101,0x0000} setzt[0x000A]Siedewasser ein!
ATKMSG_Y_503={0x0101,0x0000} (wild) setzt[0x000A]Siedewasser ein!
ATKMSG_E_503={0x0101,0x0000} (Gegner) setzt[0x000A]Siedewasser ein!
ATKMSG_N_503={0x0101,0x0000} (Herrscher) setzt[0x000A]Siedewasser ein!
ATKMSG_M_504={0x0101,0x0000} setzt[0x000A]Hausbruch ein!
ATKMSG_Y_504={0x0101,0x0000} (wild) setzt[0x000A]Hausbruch ein!
ATKMSG_E_504={0x0101,0x0000} (Gegner) setzt[0x000A]Hausbruch ein!
ATKMSG_N_504={0x0101,0x0000} (Herrscher) setzt[0x000A]Hausbruch ein!
ATKMSG_M_505={0x0101,0x0000} setzt[0x000A]Heilwoge ein!
ATKMSG_Y_505={0x0101,0x0000} (wild) setzt[0x000A]Heilwoge ein!
ATKMSG_E_505={0x0101,0x0000} (Gegner) setzt[0x000A]Heilwoge ein!
ATKMSG_N_505={0x0101,0x0000} (Herrscher) setzt[0x000A]Heilwoge ein!
ATKMSG_M_506={0x0101,0x0000} setzt[0x000A]Bürde ein!
ATKMSG_Y_506={0x0101,0x0000} (wild) setzt[0x000A]Bürde ein!
ATKMSG_E_506={0x0101,0x0000} (Gegner) setzt[0x000A]Bürde ein!
ATKMSG_N_506={0x0101,0x0000} (Herrscher) setzt[0x000A]Bürde ein!
ATKMSG_M_507={0x0101,0x0000} setzt[0x000A]Freier Fall ein!
ATKMSG_Y_507={0x0101,0x0000} (wild) setzt[0x000A]Freier Fall ein!
ATKMSG_E_507={0x0101,0x0000} (Gegner) setzt[0x000A]Freier Fall ein!
ATKMSG_N_507={0x0101,0x0000} (Herrscher) setzt[0x000A]Freier Fall ein!
ATKMSG_M_508={0x0101,0x0000} setzt[0x000A]Gangwechsel ein!
ATKMSG_Y_508={0x0101,0x0000} (wild) setzt[0x000A]Gangwechsel ein!
ATKMSG_E_508={0x0101,0x0000} (Gegner) setzt[0x000A]Gangwechsel ein!
ATKMSG_N_508={0x0101,0x0000} (Herrscher) setzt[0x000A]Gangwechsel ein!
ATKMSG_M_509={0x0101,0x0000} setzt[0x000A]Überkopfwurf ein!
ATKMSG_Y_509={0x0101,0x0000} (wild) setzt[0x000A]Überkopfwurf ein!
ATKMSG_E_509={0x0101,0x0000} (Gegner) setzt[0x000A]Überkopfwurf ein!
ATKMSG_N_509={0x0101,0x0000} (Herrscher) setzt[0x000A]Überkopfwurf ein!
ATKMSG_M_510={0x0101,0x0000} setzt[0x000A]Einäschern ein!
ATKMSG_Y_510={0x0101,0x0000} (wild) setzt[0x000A]Einäschern ein!
ATKMSG_E_510={0x0101,0x0000} (Gegner) setzt[0x000A]Einäschern ein!
ATKMSG_N_510={0x0101,0x0000} (Herrscher) setzt[0x000A]Einäschern ein!
ATKMSG_M_511={0x0101,0x0000} setzt[0x000A]Verzögerung ein!
ATKMSG_Y_511={0x0101,0x0000} (wild) setzt[0x000A]Verzögerung ein!
ATKMSG_E_511={0x0101,0x0000} (Gegner) setzt[0x000A]Verzögerung ein!
ATKMSG_N_511={0x0101,0x0000} (Herrscher) setzt[0x000A]Verzögerung ein!
ATKMSG_M_512={0x0101,0x0000} setzt[0x000A]Akrobatik ein!
ATKMSG_Y_512={0x0101,0x0000} (wild) setzt[0x000A]Akrobatik ein!
ATKMSG_E_512={0x0101,0x0000} (Gegner) setzt[0x000A]Akrobatik ein!
ATKMSG_N_512={0x0101,0x0000} (Herrscher) setzt[0x000A]Akrobatik ein!
ATKMSG_M_513={0x0101,0x0000} setzt[0x000A]Typenspiegel ein!
