ATKMSG_Z_M_000=!
ATKMSG_Z_Y_000=!
ATKMSG_Z_E_000=!
ATKMSG_Z_N_000=!
ATKMSG_Z_M_001={0x0101,0x0000} setzt[0x000A]Z-Pfund ein!
ATKMSG_Z_M_461={0x0101,0x0000} setzt[0x000A]Z-Lunartanz ein!
ATKMSG_Z_Y_461={0x0101,0x0000} (wild) setzt[0x000A]Z-Lunartanz ein!
ATKMSG_Z_E_461={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Lunartanz ein!
ATKMSG_Z_N_461={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Lunartanz ein!
ATKMSG_Z_M_462={0x0101,0x0000} setzt[0x000A]Z-Quetschgriff ein!
ATKMSG_Z_Y_462={0x0101,0x0000} (wild) setzt[0x000A]Z-Quetschgriff ein!
ATKMSG_Z_E_462={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Quetschgriff ein!
ATKMSG_Z_N_462={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Quetschgriff ein!
ATKMSG_Z_M_463={0x0101,0x0000} setzt[0x000A]Z-Lavasturm ein!
ATKMSG_Z_Y_463={0x0101,0x0000} (wild) setzt[0x000A]Z-Lavasturm ein!
ATKMSG_Z_E_463={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Lavasturm ein!
ATKMSG_Z_N_463={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Lavasturm ein!
ATKMSG_Z_M_464={0x0101,0x0000} setzt[0x000A]Z-Schlummerort ein!
ATKMSG_Z_Y_464={0x0101,0x0000} (wild) setzt[0x000A]Z-Schlummerort ein!
ATKMSG_Z_E_464={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schlummerort ein!
ATKMSG_Z_N_464={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schlummerort ein!
ATKMSG_Z_M_465={0x0101,0x0000} setzt[0x000A]Z-Schocksamen ein!
ATKMSG_Z_Y_465={0x0101,0x0000} (wild) setzt[0x000A]Z-Schocksamen ein!
ATKMSG_Z_E_465={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schocksamen ein!
ATKMSG_Z_N_465={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schocksamen ein!
ATKMSG_Z_M_466={0x0101,0x0000} setzt[0x000A]Z-Unheilböen ein!
ATKMSG_Z_Y_466={0x0101,0x0000} (wild) setzt[0x000A]Z-Unheilböen ein!
ATKMSG_Z_E_466={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Unheilböen ein!
ATKMSG_Z_N_466={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Unheilböen ein!
ATKMSG_Z_M_467={0x0101,0x0000} setzt[0x000A]Z-Schemenkraft ein!
ATKMSG_Z_Y_467={0x0101,0x0000} (wild) setzt[0x000A]Z-Schemenkraft ein!
ATKMSG_Z_E_467={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schemenkraft ein!
ATKMSG_Z_N_467={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schemenkraft ein!
ATKMSG_Z_M_468={0x0101,0x0000} setzt[0x000A]Z-Klauenwetzer ein!
ATKMSG_Z_Y_468={0x0101,0x0000} (wild) setzt[0x000A]Z-Klauenwetzer ein!
ATKMSG_Z_E_468={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Klauenwetzer ein!
ATKMSG_Z_N_468={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Klauenwetzer ein!
ATKMSG_Z_M_469={0x0101,0x0000} setzt[0x000A]Z-Rundumschutz ein!
ATKMSG_Z_Y_469={0x0101,0x0000} (wild) setzt[0x000A]Z-Rundumschutz ein!
ATKMSG_Z_E_469={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Rundumschutz ein!
ATKMSG_Z_N_469={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Rundumschutz ein!
ATKMSG_Z_M_470={0x0101,0x0000} setzt[0x000A]Z-Schutzteiler ein!
ATKMSG_Z_Y_470={0x0101,0x0000} (wild) setzt[0x000A]Z-Schutzteiler ein!
ATKMSG_Z_E_470={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schutzteiler ein!
ATKMSG_Z_N_470={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schutzteiler ein!
ATKMSG_Z_M_471={0x0101,0x0000} setzt[0x000A]Z-Kraftteiler ein!
ATKMSG_Z_Y_471={0x0101,0x0000} (wild) setzt[0x000A]Z-Kraftteiler ein!
ATKMSG_Z_E_471={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Kraftteiler ein!
ATKMSG_Z_N_471={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Kraftteiler ein!
ATKMSG_Z_M_472={0x0101,0x0000} setzt[0x000A]Z-Wunderraum ein!
ATKMSG_Z_Y_472={0x0101,0x0000} (wild) setzt[0x000A]Z-Wunderraum ein!
ATKMSG_Z_E_472={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wunderraum ein!
ATKMSG_Z_N_472={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wunderraum ein!
ATKMSG_Z_M_473={0x0101,0x0000} setzt[0x000A]Z-Psychoschock ein!
ATKMSG_Z_Y_473={0x0101,0x0000} (wild) setzt[0x000A]Z-Psychoschock ein!
ATKMSG_Z_E_473={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Psychoschock ein!
ATKMSG_Z_N_473={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Psychoschock ein!
ATKMSG_Z_M_474={0x0101,0x0000} setzt[0x000A]Z-Giftschock ein!
ATKMSG_Z_Y_474={0x0101,0x0000} (wild) setzt[0x000A]Z-Giftschock ein!
ATKMSG_Z_E_474={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Giftschock ein!
ATKMSG_Z_N_474={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Giftschock ein!
ATKMSG_Z_M_475={0x0101,0x0000} setzt[0x000A]Z-Autotomie ein!
ATKMSG_Z_Y_475={0x0101,0x0000} (wild) setzt[0x000A]Z-Autotomie ein!
ATKMSG_Z_E_475={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Autotomie ein!
ATKMSG_Z_N_475={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Autotomie ein!
ATKMSG_Z_M_476={0x0101,0x0000} setzt[0x000A]Z-Wutpulver ein!
ATKMSG_Z_Y_476={0x0101,0x0000} (wild) setzt[0x000A]Z-Wutpulver ein!
ATKMSG_Z_E_476={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wutpulver ein!
ATKMSG_Z_N_476={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wutpulver ein!
ATKMSG_Z_M_477={0x0101,0x0000} setzt[0x000A]Z-Telekinese ein!
ATKMSG_Z_Y_477={0x0101,0x0000} (wild) setzt[0x000A]Z-Telekinese ein!
ATKMSG_Z_E_477={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Telekinese ein!
ATKMSG_Z_N_477={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Telekinese ein!
ATKMSG_Z_M_478={0x0101,0x0000} setzt[0x000A]Z-Magieraum ein!
ATKMSG_Z_Y_478={0x0101,0x0000} (wild) setzt[0x000A]Z-Magieraum ein!
ATKMSG_Z_E_478={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Magieraum ein!
ATKMSG_Z_N_478={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Magieraum ein!
ATKMSG_Z_M_479={0x0101,0x0000} setzt[0x000A]Z-Katapult ein!
ATKMSG_Z_Y_479={0x0101,0x0000} (wild) setzt[0x000A]Z-Katapult ein!
ATKMSG_Z_E_479={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Katapult ein!
ATKMSG_Z_N_479={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Katapult ein!
ATKMSG_Z_M_480={0x0101,0x0000} setzt[0x000A]Z-Bergsturm ein!
ATKMSG_Z_Y_480={0x0101,0x0000} (wild) setzt[0x000A]Z-Bergsturm ein!
ATKMSG_Z_E_480={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Bergsturm ein!
ATKMSG_Z_N_480={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Bergsturm ein!
ATKMSG_Z_M_481={0x0101,0x0000} setzt[0x000A]Z-Funkenflug ein!
ATKMSG_Z_Y_481={0x0101,0x0000} (wild) setzt[0x000A]Z-Funkenflug ein!
ATKMSG_Z_E_481={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Funkenflug ein!
ATKMSG_Z_N_481={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Funkenflug ein!
ATKMSG_Z_M_482={0x0101,0x0000} setzt[0x000A]Z-Schlammwoge ein!
ATKMSG_Z_Y_482={0x0101,0x0000} (wild) setzt[0x000A]Z-Schlammwoge ein!
ATKMSG_Z_E_482={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schlammwoge ein!
ATKMSG_Z_N_482={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schlammwoge ein!
ATKMSG_Z_M_483={0x0101,0x0000} setzt[0x000A]Z-Falterreigen ein!
ATKMSG_Z_Y_483={0x0101,0x0000} (wild) setzt[0x000A]Z-Falterreigen ein!
ATKMSG_Z_E_483={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Falterreigen ein!
ATKMSG_Z_N_483={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Falterreigen ein!
ATKMSG_Z_M_484={0x0101,0x0000} setzt[0x000A]Z-Rammboss ein!
ATKMSG_Z_Y_484={0x0101,0x0000} (wild) setzt[0x000A]Z-Rammboss ein!
ATKMSG_Z_E_484={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Rammboss ein!
ATKMSG_Z_N_484={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Rammboss ein!
ATKMSG_Z_M_485={0x0101,0x0000} setzt[0x000A]Z-Synchrolärm ein!
ATKMSG_Z_Y_485={0x0101,0x0000} (wild) setzt[0x000A]Z-Synchrolärm ein!
ATKMSG_Z_E_485={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Synchrolärm ein!
ATKMSG_Z_N_485={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Synchrolärm ein!
ATKMSG_Z_M_486={0x0101,0x0000} setzt[0x000A]Z-Elektroball ein!
ATKMSG_Z_Y_486={0x0101,0x0000} (wild) setzt[0x000A]Z-Elektroball ein!
ATKMSG_Z_E_486={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Elektroball ein!
ATKMSG_Z_N_486={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Elektroball ein!
ATKMSG_Z_M_487={0x0101,0x0000} setzt[0x000A]Z-Überflutung ein!
ATKMSG_Z_Y_487={0x0101,0x0000} (wild) setzt[0x000A]Z-Überflutung ein!
ATKMSG_Z_E_487={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Überflutung ein!
ATKMSG_Z_N_487={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Überflutung ein!
ATKMSG_Z_M_488={0x0101,0x0000} setzt[0x000A]Z-Nitroladung ein!
ATKMSG_Z_Y_488={0x0101,0x0000} (wild) setzt[0x000A]Z-Nitroladung ein!
ATKMSG_Z_E_488={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Nitroladung ein!
ATKMSG_Z_N_488={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Nitroladung ein!
ATKMSG_Z_M_489={0x0101,0x0000} setzt[0x000A]Z-Einrollen ein!
ATKMSG_Z_Y_489={0x0101,0x0000} (wild) setzt[0x000A]Z-Einrollen ein!
ATKMSG_Z_E_489={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Einrollen ein!
ATKMSG_Z_N_489={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Einrollen ein!
ATKMSG_Z_M_490={0x0101,0x0000} setzt[0x000A]Z-Fußtritt ein!
ATKMSG_Z_Y_490={0x0101,0x0000} (wild) setzt[0x000A]Z-Fußtritt ein!
ATKMSG_Z_E_490={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Fußtritt ein!
ATKMSG_Z_N_490={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Fußtritt ein!
ATKMSG_Z_M_491={0x0101,0x0000} setzt[0x000A]Z-Säurespeier ein!
ATKMSG_Z_Y_491={0x0101,0x0000} (wild) setzt[0x000A]Z-Säurespeier ein!
ATKMSG_Z_E_491={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Säurespeier ein!
ATKMSG_Z_N_491={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Säurespeier ein!
ATKMSG_Z_M_492={0x0101,0x0000} setzt[0x000A]Z-Schmarotzer ein!
ATKMSG_Z_Y_492={0x0101,0x0000} (wild) setzt[0x000A]Z-Schmarotzer ein!
ATKMSG_Z_E_492={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Schmarotzer ein!
ATKMSG_Z_N_492={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Schmarotzer ein!
ATKMSG_Z_M_493={0x0101,0x0000} setzt[0x000A]Z-Wankelstrahl ein!
ATKMSG_Z_Y_493={0x0101,0x0000} (wild) setzt[0x000A]Z-Wankelstrahl ein!
ATKMSG_Z_E_493={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wankelstrahl ein!
ATKMSG_Z_N_493={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wankelstrahl ein!
ATKMSG_Z_M_494={0x0101,0x0000} setzt[0x000A]Z-Zwango ein!
ATKMSG_Z_Y_494={0x0101,0x0000} (wild) setzt[0x000A]Z-Zwango ein!
ATKMSG_Z_E_494={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Zwango ein!
ATKMSG_Z_N_494={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Zwango ein!
ATKMSG_Z_M_495={0x0101,0x0000} setzt[0x000A]Z-Galanterie ein!
ATKMSG_Z_Y_495={0x0101,0x0000} (wild) setzt[0x000A]Z-Galanterie ein!
ATKMSG_Z_E_495={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Galanterie ein!
ATKMSG_Z_N_495={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Galanterie ein!
ATKMSG_Z_M_496={0x0101,0x0000} stimmt einen[0x000A]Z-Kanon an!
ATKMSG_Z_Y_496={0x0101,0x0000} (wild) stimmt einen[0x000A]Z-Kanon an!
ATKMSG_Z_E_496={0x0101,0x0000} (Gegner) stimmt einen[0x000A]Z-Kanon an!
ATKMSG_Z_N_496={0x0101,0x0000} (Herrscher) stimmt einen[0x000A]Z-Kanon an!
ATKMSG_Z_M_497={0x0101,0x0000} setzt[0x000A]Z-Widerhall ein!
ATKMSG_Z_Y_497={0x0101,0x0000} (wild) setzt[0x000A]Z-Widerhall ein!
ATKMSG_Z_E_497={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Widerhall ein!
ATKMSG_Z_N_497={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Widerhall ein!
ATKMSG_Z_M_498={0x0101,0x0000} setzt[0x000A]Z-Zermürben ein!
ATKMSG_Z_Y_498={0x0101,0x0000} (wild) setzt[0x000A]Z-Zermürben ein!
ATKMSG_Z_E_498={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Zermürben ein!
ATKMSG_Z_N_498={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Zermürben ein!
ATKMSG_Z_M_499={0x0101,0x0000} setzt[0x000A]Z-Klärsmog ein!
ATKMSG_Z_Y_499={0x0101,0x0000} (wild) setzt[0x000A]Z-Klärsmog ein!
ATKMSG_Z_E_499={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Klärsmog ein!
ATKMSG_Z_N_499={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Klärsmog ein!
ATKMSG_Z_M_500={0x0101,0x0000} setzt[0x000A]Z-Kraftvorrat ein!
ATKMSG_Z_Y_500={0x0101,0x0000} (wild) setzt[0x000A]Z-Kraftvorrat ein!
ATKMSG_Z_E_500={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Kraftvorrat ein!
ATKMSG_Z_N_500={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Kraftvorrat ein!
ATKMSG_Z_M_501={0x0101,0x0000} setzt[0x000A]Z-Rapidschutz ein!
ATKMSG_Z_Y_501={0x0101,0x0000} (wild) setzt[0x000A]Z-Rapidschutz ein!
ATKMSG_Z_E_501={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Rapidschutz ein!
ATKMSG_Z_N_501={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Rapidschutz ein!
ATKMSG_Z_M_502={0x0101,0x0000} setzt[0x000A]Z-Seitentausch ein!
ATKMSG_Z_Y_502={0x0101,0x0000} (wild) setzt[0x000A]Z-Seitentausch ein!
ATKMSG_Z_E_502={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Seitentausch ein!
ATKMSG_Z_N_502={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Seitentausch ein!
ATKMSG_Z_M_503={0x0101,0x0000} setzt[0x000A]Z-Siedewasser ein!
ATKMSG_Z_Y_503={0x0101,0x0000} (wild) setzt[0x000A]Z-Siedewasser ein!
ATKMSG_Z_E_503={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Siedewasser ein!
ATKMSG_Z_N_503={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Siedewasser ein!
ATKMSG_Z_M_504={0x0101,0x0000} setzt[0x000A]Z-Hausbruch ein!
ATKMSG_Z_Y_504={0x0101,0x0000} (wild) setzt[0x000A]Z-Hausbruch ein!
ATKMSG_Z_E_504={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Hausbruch ein!
ATKMSG_Z_N_504={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Hausbruch ein!
ATKMSG_Z_M_505={0x0101,0x0000} setzt[0x000A]Z-Heilwoge ein!
ATKMSG_Z_Y_505={0x0101,0x0000} (wild) setzt[0x000A]Z-Heilwoge ein!
ATKMSG_Z_E_505={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Heilwoge ein!
ATKMSG_Z_N_505={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Heilwoge ein!
ATKMSG_Z_M_506={0x0101,0x0000} setzt[0x000A]Z-Bürde ein!
ATKMSG_Z_Y_506={0x0101,0x0000} (wild) setzt[0x000A]Z-Bürde ein!
ATKMSG_Z_E_506={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Bürde ein!
ATKMSG_Z_N_506={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Bürde ein!
ATKMSG_Z_M_507={0x0101,0x0000} setzt[0x000A]Z-Freier Fall ein!
ATKMSG_Z_Y_507={0x0101,0x0000} (wild) setzt[0x000A]Z-Freier Fall ein!
ATKMSG_Z_E_507={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Freier Fall ein!
ATKMSG_Z_N_507={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Freier Fall ein!
ATKMSG_Z_M_508={0x0101,0x0000} setzt[0x000A]Z-Gangwechsel ein!
ATKMSG_Z_Y_508={0x0101,0x0000} (wild) setzt[0x000A]Z-Gangwechsel ein!
ATKMSG_Z_E_508={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Gangwechsel ein!
ATKMSG_Z_N_508={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Gangwechsel ein!
ATKMSG_Z_M_509={0x0101,0x0000} setzt[0x000A]Z-Überkopfwurf ein!
ATKMSG_Z_Y_509={0x0101,0x0000} (wild) setzt[0x000A]Z-Überkopfwurf ein!
ATKMSG_Z_E_509={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Überkopfwurf ein!
ATKMSG_Z_N_509={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Überkopfwurf ein!
ATKMSG_Z_M_510={0x0101,0x0000} setzt[0x000A]Z-Einäschern ein!
ATKMSG_Z_Y_510={0x0101,0x0000} (wild) setzt[0x000A]Z-Einäschern ein!
ATKMSG_Z_E_510={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Einäschern ein!
ATKMSG_Z_N_510={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Einäschern ein!
ATKMSG_Z_M_511={0x0101,0x0000} setzt[0x000A]Z-Verzögerung ein!
ATKMSG_Z_Y_511={0x0101,0x0000} (wild) setzt[0x000A]Z-Verzögerung ein!
ATKMSG_Z_E_511={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Verzögerung ein!
ATKMSG_Z_N_511={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Verzögerung ein!
ATKMSG_Z_M_512={0x0101,0x0000} setzt[0x000A]Z-Akrobatik ein!
ATKMSG_Z_Y_512={0x0101,0x0000} (wild) setzt[0x000A]Z-Akrobatik ein!
ATKMSG_Z_E_512={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Akrobatik ein!
ATKMSG_Z_N_512={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Akrobatik ein!
ATKMSG_Z_M_513={0x0101,0x0000} setzt[0x000A]Z-Typenspiegel ein!
ATKMSG_Z_Y_513={0x0101,0x0000} (wild) setzt[0x000A]Z-Typenspiegel ein!
ATKMSG_Z_E_513={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Typenspiegel ein!
ATKMSG_Z_N_513={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Typenspiegel ein!
ATKMSG_Z_M_514={0x0101,0x0000} setzt[0x000A]Z-Heimzahlung ein!
ATKMSG_Z_Y_514={0x0101,0x0000} (wild) setzt[0x000A]Z-Heimzahlung ein!
ATKMSG_Z_E_514={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Heimzahlung ein!
ATKMSG_Z_N_514={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Heimzahlung ein!
ATKMSG_Z_M_515={0x0101,0x0000} setzt[0x000A]Z-Wagemut ein!
ATKMSG_Z_Y_515={0x0101,0x0000} (wild) setzt[0x000A]Z-Wagemut ein!
ATKMSG_Z_E_515={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wagemut ein!
ATKMSG_Z_N_515={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wagemut ein!
ATKMSG_Z_M_516={0x0101,0x0000} setzt[0x000A]Z-Offerte ein!
ATKMSG_Z_Y_516={0x0101,0x0000} (wild) setzt[0x000A]Z-Offerte ein!
ATKMSG_Z_E_516={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Offerte ein!
ATKMSG_Z_N_516={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Offerte ein!
ATKMSG_Z_M_517={0x0101,0x0000} setzt[0x000A]Z-Inferno ein!
ATKMSG_Z_Y_517={0x0101,0x0000} (wild) setzt[0x000A]Z-Inferno ein!
ATKMSG_Z_E_517={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Inferno ein!
ATKMSG_Z_N_517={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Inferno ein!
ATKMSG_Z_M_518={0x0101,0x0000} setzt[0x000A]Z-Wassersäulen ein!
ATKMSG_Z_Y_518={0x0101,0x0000} (wild) setzt[0x000A]Z-Wassersäulen ein!
ATKMSG_Z_E_518={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Wassersäulen ein!
ATKMSG_Z_N_518={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Wassersäulen ein!
ATKMSG_Z_M_519={0x0101,0x0000} setzt[0x000A]Z-Feuersäulen ein!
ATKMSG_Z_Y_519={0x0101,0x0000} (wild) setzt[0x000A]Z-Feuersäulen ein!
ATKMSG_Z_E_519={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Feuersäulen ein!
ATKMSG_Z_N_519={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Feuersäulen ein!
ATKMSG_Z_M_520={0x0101,0x0000} setzt[0x000A]Z-Pflanzensäulen ein!
ATKMSG_Z_Y_520={0x0101,0x0000} (wild) setzt[0x000A]Z-Pflanzensäulen ein!
ATKMSG_Z_E_520={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Pflanzensäulen ein!
ATKMSG_Z_N_520={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Pflanzensäulen ein!
ATKMSG_Z_M_521={0x0101,0x0000} setzt[0x000A]Z-Voltwechsel ein!
ATKMSG_Z_Y_521={0x0101,0x0000} (wild) setzt[0x000A]Z-Voltwechsel ein!
ATKMSG_Z_E_521={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Voltwechsel ein!
ATKMSG_Z_N_521={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Voltwechsel ein!
ATKMSG_Z_M_522={0x0101,0x0000} setzt[0x000A]Z-Käfertrutz ein!
ATKMSG_Z_Y_522={0x0101,0x0000} (wild) setzt[0x000A]Z-Käfertrutz ein!
ATKMSG_Z_E_522={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Käfertrutz ein!
ATKMSG_Z_N_522={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Käfertrutz ein!
ATKMSG_Z_M_523={0x0101,0x0000} setzt[0x000A]Z-Dampfwalze ein!
ATKMSG_Z_Y_523={0x0101,0x0000} (wild) setzt[0x000A]Z-Dampfwalze ein!
ATKMSG_Z_E_523={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Dampfwalze ein!
ATKMSG_Z_N_523={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Dampfwalze ein!
ATKMSG_Z_M_524={0x0101,0x0000} setzt[0x000A]Z-Eisesodem ein!
ATKMSG_Z_Y_524={0x0101,0x0000} (wild) setzt[0x000A]Z-Eisesodem ein!
ATKMSG_Z_E_524={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Eisesodem ein!
ATKMSG_Z_N_524={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Eisesodem ein!
ATKMSG_Z_M_525={0x0101,0x0000} setzt[0x000A]Z-Drachenrute ein!
ATKMSG_Z_Y_525={0x0101,0x0000} (wild) setzt[0x000A]Z-Drachenrute ein!
ATKMSG_Z_E_525={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Drachenrute ein!
ATKMSG_Z_N_525={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Drachenrute ein!
ATKMSG_Z_M_526={0x0101,0x0000} setzt[0x000A]Z-Kraftschub ein!
ATKMSG_Z_Y_526={0x0101,0x0000} (wild) setzt[0x000A]Z-Kraftschub ein!
ATKMSG_Z_E_526={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Kraftschub ein!
ATKMSG_Z_N_526={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Kraftschub ein!
ATKMSG_Z_M_527={0x0101,0x0000} setzt[0x000A]Z-Elektronetz ein!
ATKMSG_Z_Y_527={0x0101,0x0000} (wild) setzt[0x000A]Z-Elektronetz ein!
ATKMSG_Z_E_527={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Elektronetz ein!
ATKMSG_Z_N_527={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Elektronetz ein!
ATKMSG_Z_M_528={0x0101,0x0000} setzt[0x000A]Z-Stromstoß ein!
ATKMSG_Z_Y_528={0x0101,0x0000} (wild) setzt[0x000A]Z-Stromstoß ein!
ATKMSG_Z_E_528={0x0101,0x0000} (Gegner) setzt[0x000A]Z-Stromstoß ein!
ATKMSG_Z_N_528={0x0101,0x0000} (Herrscher) setzt[0x000A]Z-Stromstoß ein!
ATKMSG_Z_M_529={0x0101,0x0000} setzt[0x000A]Z-Schlagbohrer ein!
ATKMSG_Z_Y_529={0x0101,0x0000} (wild) setzt[0x000A]Z-Schlagbohrer ein!
